chr	start	end	ID	liftoff	miniprot	lifton	method	mutation
chr11	4432365	4433487	rna-NM_001005161.3	0.1458333333333333	0.1458333333333333	0.8095238095238095	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr11	5481372	5482467	rna-NM_001004757.2	0.7232704402515723	0.7232704402515723	0.7264150943396226	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr11	5508562	5515782	rna-NM_001004754.3	0.7530864197530864	0.7530864197530864	0.7891373801916933	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr11	44036210	44075625	rna-NM_139178.4	0.2404181184668989	0.2404181184668989	0.4878048780487805	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr11	48414594	48415505	rna-NM_001004727.1	0.0855263157894736	0.0855263157894736	0.8651315789473685	LiftOn_chaining_algorithm	stop_codon_gain
chr11	48433351	48434265	rna-NM_001004726.1	0.8790849673202614	0.8790849673202614	0.8823529411764706	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr11	55540617	55545902	rna-NM_001004700.3	0.5016077170418006	0.5016077170418006	0.5048231511254019	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr11	56350611	56351598	rna-NM_001348230.2	0.4321329639889196	0.4321329639889196	0.5545454545454546	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr11	60347724	60368988	rna-NM_032597.5	0.0732984293193717	0.0732984293193717	0.8308823529411765	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr11	60443950	60458574	rna-NM_017716.3	0.2611940298507462	0.2602230483271375	0.7350746268656716	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr11	63069241	63133470	rna-NM_001136506.2	0.9023508137432188	0.9023508137432188	0.9041591320072332	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr11	63279174	63301052	rna-NM_001039752.4	0.1752767527675277	0.1752767527675277	0.7121771217712177	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr11	72062611	72066776	rna-NM_000804.4	0.3970037453183521	0.3970037453183521	0.6260162601626016	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr11	104887413	104902580	rna-NM_001191016.3	0.3625730994152046	0.3567251461988304	0.5760233918128655	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr11	124211893	124217332	rna-NM_001355213.3	0.7955271565495208	0.7929936305732485	0.7987220447284346	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr12	10936559	10937488	rna-NM_176887.2	0.8	0.8	0.8032258064516129	LiftOn_chaining_algorithm	stop_codon_gain
chr12	52249832	52255457	rna-NM_002281.4	0.5513833992094862	0.5513833992094862	0.5533596837944664	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr12	55211169	55223187	rna-NM_001005490.2	0.1916932907348242	0.1916932907348242	0.7348242811501597	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr13	112968205	113025166	rna-NM_182614.4	0.492836676217765	0.9939024390243902	1.0	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr14	14201612	14202554	rna-NM_001348271.2	0.5527950310559007	0.5527950310559007	0.5700636942675159	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr14	14385654	14395830	rna-NM_001386033.1	0.6624605678233438	0.6624605678233438	0.6761904761904762	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr14	14423610	14425378	rna-NM_001348273.1	0.7142857142857143	0.7142857142857143	0.7174603174603175	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr14	15865551	15871484	rna-NM_001317107.2	0.6160990712074303	0.6160990712074303	0.6392405063291139	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr14	18194593	18210072	rna-NM_198083.4	0.6738197424892703	0.6652542372881356	0.6781115879828327	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr14	18412319	18414442	rna-NM_138476.4	0.9265536723163842	0.9265536723163842	0.9322033898305084	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr14	25680128	25685294	rna-NM_001197184.3	0.4161676646706587	0.4161676646706587	0.4221556886227545	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr14	59144027	59147614	rna-NM_002083.4	0.2094240837696335	0.2094240837696335	0.3036649214659686	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr15	57413480	57424422	rna-NM_004751.3	0.1594533029612756	0.1594533029612756	0.6902050113895216	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr15	99642467	99643404	rna-NM_001005504.1	0.3709198813056379	0.0	0.5623003194888179	Liftoff_truncated	frameshift;stop_codon_gain
chr16	1243646	1245495	rna-NM_024164.6	0.5116279069767442	0.5116279069767442	0.5833333333333334	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr16	11963421	11978131	rna-NM_001396485.1	0.3	0.3	0.6457286432160804	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr16	30829870	30832113	rna-NM_012248.4	0.133630289532294	0.133630289532294	0.7371937639198218	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr17	3286044	3287350	rna-NM_003553.3	0.1555555555555555	0.1550632911392405	0.8158730158730159	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr17	3321795	3322756	rna-NM_003554.2	0.7492354740061162	0.7492354740061162	0.7607361963190185	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr17	3562283	3584749	rna-NM_002561.4	0.251685393258427	0.251685393258427	0.7461024498886414	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr17	37201561	37212491	rna-NM_001291463.2	0.5567190226876091	0.0	0.5981818181818181	Liftoff_truncated	frameshift;stop_codon_gain
chr17	41562356	41568083	rna-NM_019016.3	0.4036363636363636	0.4036363636363636	0.5038022813688213	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr17	41961756	41962948	rna-NM_031960.3	0.0	0.1428571428571428	0.1559139784946236	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr17	48186334	48303979	rna-NM_152347.5	0.2535344015080113	0.4425051334702258	0.4804928131416838	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr17	60876852	60887809	rna-NM_001001418.6	0.5088652482269503	0.0	0.5236363636363637	Liftoff_truncated	frameshift;stop_codon_gain
chr17	62459278	62460076	rna-NM_199290.4	0.8981481481481481	0.8981481481481481	0.9027777777777778	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr18	63908033	63928969	rna-NM_001370475.1	0.2239185750636132	0.2239185750636132	0.7099236641221374	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr19	2906814	2918459	rna-NM_021217.3	0.0680272108843537	0.1758241758241758	0.6703296703296703	LiftOn_chaining_algorithm	frameshift;start_lost;stop_codon_gain
chr19	19806350	19821015	rna-NM_033204.4	0.7964601769911505	0.7942477876106194	0.8260869565217391	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr19	20304714	20337989	rna-NM_052852.4	0.4504310344827586	0.4504310344827586	0.4525862068965517	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr19	20757899	20799374	rna-NM_001076675.3	0.8865784499054821	0.9262759924385632	0.9281663516068052	LiftOn_chaining_algorithm	frameshift;stop_missing
chr19	23879155	23899306	rna-NM_138286.3	0.2883787661406026	0.2869440459110473	0.3157894736842105	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr19	42050583	42053125	rna-NM_001276254.2	0.255	0.255	0.2864864864864865	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr19	45743086	45756176	rna-NM_002783.3	0.2309523809523809	0.2309523809523809	0.569047619047619	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr19	54579849	54590427	rna-NM_053003.4	0.1011560693641618	0.1011560693641618	0.8909395973154363	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr19	57831412	57845747	rna-NM_020535.3-5	0.6325459317585301	0.0	0.6436170212765957	Liftoff_truncated	frameshift;stop_codon_gain
chr19	60216647	60228591	rna-NM_020903.3	0.9880823401950164	0.9880823401950164	0.9891657638136512	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr2	18594985	18621687	rna-NM_033253.4	0.2087114337568058	0.2087114337568058	0.7313974591651543	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr2	108700880	108721773	rna-NM_001320878.2	0.7305194805194806	0.7305194805194806	0.740983606557377	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr2	174884418	174918222	rna-NM_024583.5	0.9811764705882352	0.9811764705882352	0.9836065573770492	LiftOn_chaining_algorithm	frameshift;stop_missing
chr2	219980876	219983032	rna-NM_001286811.2	0.247191011235955	0.247191011235955	0.2970711297071129	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr20	185041	188196	rna-NM_030931.4	0.5089285714285714	0.5089285714285714	0.5357142857142857	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr22	17638610	17684901	rna-NM_001037814.1	0.2817391304347826	0.2817391304347826	0.5791304347826087	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr22	21110537	21113315	rna-NM_001242313.1	0.6253443526170799	0.0	0.6571428571428571	Liftoff_truncated	frameshift;stop_codon_gain
chr22	24378703	24379973	rna-NM_001084393.2	0.0592592592592592	0.0	0.1884057971014492	Liftoff_truncated	frameshift;start_lost;stop_codon_gain
chr3	49386555	49387726	rna-NM_000581.4	0.230392156862745	0.230392156862745	0.7156862745098039	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr3	88414407	88543775	rna-NM_001368165.1	0.9768707482993196	0.9768707482993196	0.9782312925170068	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr3	111476011	111477791	rna-NM_032579.3	0.1065573770491803	0.1065573770491803	0.7321428571428571	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr3	115536646	115567808	rna-NM_001199215.3	0.6908396946564885	0.6908396946564885	0.7370517928286853	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr3	132825683	132842233	rna-NM_001136152.1	0.7072072072072072	0.7072072072072072	0.7314814814814815	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr3	133089679	133228818	rna-NM_001278298.2	0.9877815960290188	0.9892925430210324	0.9896749521988528	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr4	123941	157507	rna-NM_001039127.6	0.0059642147117296	0.0	0.1247401247401247	Liftoff_truncated	frameshift;stop_codon_gain
chr4	9293478	9295139	rna-NM_001256894.2	0.9458483754512635	0.9458483754512635	0.947653429602888	LiftOn_chaining_algorithm	stop_codon_gain
chr4	154601056	154615763	rna-NM_183375.5	0.1185983827493261	0.1189189189189189	0.3400576368876081	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr5	104255	181320	rna-NM_052909.5	0.9883292383292384	0.996316758747698	0.9975429975429976	LiftOn_chaining_algorithm	frameshift
chr5	76092523	76152917	rna-NM_001276713.2	0.9054820415879016	0.9054820415879016	0.9073724007561436	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr5	97275315	97308744	rna-NM_001040458.3	0.6299694189602446	0.6299694189602446	0.6571125265392781	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr5	141938829	142038959	rna-NM_018913.3	0.7769477054429029	0.7769477054429029	0.7780149413020278	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr5	148704264	148706701	rna-NM_001001325.2	0.3775510204081632	0.3877551020408163	0.4081632653061224	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr5	150529664	150537200	rna-NM_030953.4	0.631578947368421	0.631578947368421	0.6685823754789272	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr6	31010125	31025486	rna-NM_001105564.2	0.0883027522935779	0.0857461024498886	0.8910550458715596	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr6	133812108	133819243	rna-NM_001033080.1	0.4744318181818182	0.4744318181818182	0.4772727272727273	LiftOn_chaining_algorithm	stop_codon_gain
chr6	172013163	172014100	rna-NM_001005221.2	0.3709198813056379	0.0	0.549520766773163	Liftoff_truncated	frameshift;stop_codon_gain
chr7	44142846	44148608	rna-NM_001363506.2	0.0759075907590759	0.0	0.3409090909090909	Liftoff_truncated	frameshift;stop_codon_gain
chr7	66177975	66197217	rna-NM_015852.5	0.8822314049586777	0.8822314049586777	0.8842975206611571	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr7	73793064	74052329	rna-NM_001145440.3	0.4720670391061452	0.4706703910614525	0.5067264573991032	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr7	100887521	100919516	rna-NM_000777.5	0.0552584670231729	0.0552584670231729	0.9443339960238568	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr7	101973655	102037894	rna-NM_003386.3	0.6701497735980495	0.6701497735980495	0.6853892641308212	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr8	12157376	12163753	rna-NM_001358418.3	0.5333333333333333	0.0	0.535483870967742	Liftoff_truncated	frameshift;stop_codon_gain
chr8	142561183	142635781	rna-NM_207414.3	0.6974981046247157	0.6974981046247157	0.6982562547384382	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr9	80061576	80119701	rna-NM_201453.4	0.7247474747474747	0.0	0.7272727272727273	Liftoff_truncated	frameshift;stop_codon_gain
chr9	80476554	80478771	rna-NM_199135.4	0.2559808612440191	0.0	0.7129186602870813	Liftoff_truncated	frameshift;stop_codon_gain
chr9	134825455	134854952	rna-NM_001004450.3	0.0383561643835616	0.0383561643835616	0.9559748427672956	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr9	145276137	145285985	rna-NM_001807.6	0.8850726552179656	0.8850726552179656	0.8863936591809776	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chrX	35393886	35399316	rna-NM_001370158.1	0.8215384615384616	0.8215384615384616	0.8246153846153846	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chrX	100904811	100916320	rna-NM_001405026.1	0.4598930481283422	0.0	0.5268389662027833	Liftoff_truncated	frameshift;stop_codon_gain
chrX	142189090	142190279	rna-NM_001012989.3	0.5714285714285714	0.5714285714285714	0.577922077922078	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr1	206100952	206106905	rna-NM_153758.5	0.0	0.9832402234636872	0.99438202247191	miniprot_truncated	frameshift
chr3	88541539	88543743	rna-NM_001368165.1	0.0	0.9768707482993196	0.9782312925170068	miniprot_truncated	frameshift;stop_codon_gain
chr14	39482056	39482406	rna-NM_145261.4	0.0	0.7008547008547008	0.7094017094017094	miniprot_truncated	frameshift;stop_codon_gain
chr4	9151054	9152646	rna-NM_001256854.1	0.0	0.8813559322033898	0.8832391713747646	miniprot_truncated	stop_codon_gain
chr7	20137048	20137533	rna-NM_000982.4	0.0	0.9814814814814816	0.9937888198757764	miniprot_truncated	frameshift
chr10	121252769	121253254	rna-NM_000982.4	0.0	0.9814814814814816	0.9937888198757764	miniprot_truncated	frameshift
chr16	9189737	9190222	rna-NM_000982.4	0.0	0.9814814814814816	0.9937888198757764	miniprot_truncated	frameshift
chr15	20812550	20820534	rna-NM_001001413.3	0.0	0.9751461988304092	0.9780380673499268	miniprot_truncated	frameshift
chr18	201175	203343	rna-NM_001358689.2	0.0	0.289738430583501	0.6719101123595506	miniprot_truncated	frameshift;stop_codon_gain
chr15	90474097	90474402	rna-NM_004965.7	0.0	0.9607843137254902	0.9801980198019802	miniprot_truncated	inframe_deletion
chr22	19147247	19148642	rna-NM_001355479.1	0.0	0.401673640167364	0.6504424778761062	miniprot_truncated	frameshift;stop_codon_gain
chr22	19026116	19027511	rna-NM_001355479.1	0.0	0.401673640167364	0.6504424778761062	miniprot_truncated	frameshift;stop_codon_gain
chrX	1394881	1402966	rna-NM_005088.3	0.0	0.9956958393113344	0.9985632183908046	miniprot_truncated	frameshift
chrX	104149175	104199474	rna-NM_017416.2	0.0	0.623546511627907	0.6259097525473072	miniprot_truncated	frameshift;start_lost
