chr	start	end	ID	liftoff	miniprot	lifton	method	mutation
chr10	123456615	123518779	CHS.7401.3	0.849859943977591	0.9994400895856664	1.0	LiftOn_chaining_algorithm	synonymous
chr11	330737	336475	CHS.7673.41	0.2321755027422303	0.2321755027422303	0.7520491803278688	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr11	4432365	4433487	CHS.7868.1	0.1462686567164179	0.1462686567164179	0.8063492063492064	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr11	5508562	5515782	CHS.7918.2	0.7554179566563467	0.7554179566563467	0.782051282051282	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr11	5512641	5515782	CHS.7918.1	0.7530864197530864	0.7530864197530864	0.7891373801916933	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr11	8513919	8675722	CHS.8028.48	0.9735449735449736	0.9710526315789474	0.9761904761904762	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr11	8513919	8675722	CHS.8028.49	0.9735449735449736	0.9710526315789474	0.9761904761904762	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr11	8513919	8675974	CHS.8028.50	0.9735449735449736	0.9710526315789474	0.9761904761904762	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr11	31924847	31953767	CHS.8368.43	0.7757009345794392	0.7663551401869159	0.7928571428571428	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr11	31924847	31947845	CHS.8368.46	0.8004158004158004	0.7920997920997921	0.8160676532769556	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr11	31924847	31947129	CHS.8368.48	0.806060606060606	0.797979797979798	0.8213552361396304	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr11	31924847	31947129	CHS.8368.50	0.8004158004158004	0.7920997920997921	0.8160676532769556	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr11	31924847	31947129	CHS.8368.51	0.806060606060606	0.797979797979798	0.8213552361396304	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr11	31924847	31946928	CHS.8368.55	0.8064516129032258	0.7983870967741935	0.8217213114754098	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr11	31924847	31946928	CHS.8368.58	0.8004158004158004	0.7920997920997921	0.8160676532769556	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr11	31924847	31946928	CHS.8368.59	0.806060606060606	0.797979797979798	0.8213552361396304	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr11	31924847	31939479	CHS.8368.67	0.7217391304347827	0.7217391304347827	0.7418397626112759	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr11	44036210	44075625	CHS.8513.1	0.2412587412587412	0.2404181184668989	0.4843205574912892	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr11	48414594	48415505	CHS.8646.1	0.0858085808580858	0.0855263157894736	0.8618421052631579	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr11	60347724	60368988	CHS.8839.3	0.0702634880803011	0.0690505548705302	0.8373071528751753	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr11	60347724	60368988	CHS.8839.4	0.073394495412844	0.073394495412844	0.8294117647058824	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr11	60347724	60368988	CHS.8839.7	0.0721649484536082	0.070886075949367	0.8577586206896551	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr11	60347724	60368988	CHS.8839.8	0.0754716981132075	0.0754716981132075	0.8506787330316742	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr11	60443950	60458574	CHS.8842.1	0.2621722846441947	0.2611940298507462	0.7313432835820896	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr11	60443950	60458574	CHS.8842.3	0.2621722846441947	0.2611940298507462	0.7313432835820896	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr11	60443950	60458574	CHS.8842.4	0.3167420814479638	0.3153153153153153	0.6756756756756757	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr11	63279174	63301052	CHS.8997.13	0.2602739726027397	0.2602739726027397	0.5737704918032787	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr11	63279174	63301052	CHS.8997.16	0.2193995381062355	0.2188940092165898	0.6382488479262672	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr11	63279174	63294163	CHS.8997.18	0.300632911392405	0.300632911392405	0.5078864353312302	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr11	63279174	63301052	CHS.8997.6	0.0879345603271983	0.0877551020408163	0.7857142857142857	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr11	63279174	63301052	CHS.8997.8	0.1152815013404825	0.1152815013404825	0.7238605898123325	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr11	63279174	63301052	CHS.8997.9	0.1756007393715342	0.1752767527675277	0.7103321033210332	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr11	63279579	63300371	CHS.8997.10	0.2097560975609756	0.2097560975609756	0.4951456310679611	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr11	72041759	72066512	CHS.9423.1	0.5408163265306123	0.5408163265306123	0.5921787709497207	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr11	72062596	72066776	CHS.9423.20	0.3970037453183521	0.3970037453183521	0.6260162601626016	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr11	72062611	72066776	CHS.9423.4	0.0857142857142857	0.0852272727272727	0.5	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr11	72062611	72066776	CHS.9423.5	0.3984962406015037	0.3970037453183521	0.6219512195121951	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr11	86383632	86613554	CHS.9666.12	0.0394321766561514	0.0394321766561514	0.7757352941176471	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr11	86383632	86614887	CHS.9666.21	0.0506072874493927	0.0506072874493927	0.7205542725173211	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr11	86383632	86614888	CHS.9666.22	0.0504032258064516	0.0503018108651911	0.7218390804597701	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr12	7201809	7224842	CHS.10840.1	0.9916943521594684	0.9966832504145936	0.9983388704318936	LiftOn_chaining_algorithm	inframe_deletion;stop_missing
chr12	7202369	7224842	CHS.10840.5	0.9921752738654148	0.996875	0.9984350547730828	LiftOn_chaining_algorithm	frameshift;stop_missing
chr12	7202369	7231939	CHS.10840.6	0.9921752738654148	0.996875	0.9984350547730828	LiftOn_chaining_algorithm	frameshift;stop_missing
chr12	7202369	7224842	CHS.10840.7	0.9916943521594684	0.9966832504145936	0.9983388704318936	LiftOn_chaining_algorithm	frameshift;stop_missing
chr12	7202842	7224842	CHS.10840.10	0.9921752738654148	0.996875	0.9984350547730828	LiftOn_chaining_algorithm	frameshift;stop_missing
chr12	7202842	7224842	CHS.10840.11	0.9755351681957186	0.9969465648854962	0.9984709480122324	LiftOn_chaining_algorithm	inframe_deletion;stop_missing
chr12	7202842	7224842	CHS.10840.12	0.9916943521594684	0.9966832504145936	0.9983388704318936	LiftOn_chaining_algorithm	inframe_deletion;stop_missing
chr12	7202842	7224842	CHS.10840.13	0.9921752738654148	0.996875	0.9984350547730828	LiftOn_chaining_algorithm	frameshift;stop_missing
chr12	7202842	7224842	CHS.10840.14	0.9916943521594684	0.9966832504145936	0.9983388704318936	LiftOn_chaining_algorithm	frameshift;stop_missing
chr12	7202842	7224842	CHS.10840.15	0.9921752738654148	0.996875	0.9984350547730828	LiftOn_chaining_algorithm	inframe_deletion;stop_missing
chr12	7202842	7224842	CHS.10840.16	0.9916943521594684	0.9966832504145936	0.9983388704318936	LiftOn_chaining_algorithm	inframe_deletion;stop_missing
chr12	7202842	7224842	CHS.10840.17	0.9915824915824916	0.9966386554621848	0.9983164983164984	LiftOn_chaining_algorithm	inframe_deletion;stop_missing
chr12	7202842	7224842	CHS.10840.19	0.9921752738654148	0.996875	0.9984350547730828	LiftOn_chaining_algorithm	inframe_deletion;stop_missing
chr12	7202842	7224842	CHS.10840.20	0.9920760697305864	0.9968354430379748	0.9984152139461172	LiftOn_chaining_algorithm	inframe_deletion;stop_missing
chr12	7202842	7224842	CHS.10840.21	0.9915824915824916	0.9966386554621848	0.9983164983164984	LiftOn_chaining_algorithm	inframe_deletion;stop_missing
chr12	7202842	7224842	CHS.10840.24	0.9921752738654148	0.996875	0.9984350547730828	LiftOn_chaining_algorithm	frameshift;stop_missing
chr12	7202842	7224842	CHS.10840.25	0.9916943521594684	0.9966832504145936	0.9983388704318936	LiftOn_chaining_algorithm	frameshift;stop_missing
chr12	7202842	7224842	CHS.10840.27	0.9915824915824916	0.9966386554621848	0.9983164983164984	LiftOn_chaining_algorithm	frameshift;stop_missing
chr12	7202842	7224842	CHS.10840.30	0.9921752738654148	0.996875	0.9984350547730828	LiftOn_chaining_algorithm	frameshift;stop_missing
chr12	7202842	7224842	CHS.10840.31	0.9916943521594684	0.9966832504145936	0.9983388704318936	LiftOn_chaining_algorithm	frameshift;stop_missing
chr12	7202842	7224842	CHS.10840.33	0.974068071312804	0.9967637540453076	0.9983792544570502	LiftOn_chaining_algorithm	frameshift;stop_missing
chr12	7202842	7224842	CHS.10840.37	0.9921383647798742	0.9968602825745684	0.9984276729559748	LiftOn_chaining_algorithm	inframe_deletion;stop_missing
chr12	7202842	7224842	CHS.10840.39	0.9916943521594684	0.9966832504145936	0.9983388704318936	LiftOn_chaining_algorithm	frameshift;stop_missing
chr12	7202842	7231939	CHS.10840.41	0.9916943521594684	0.9966832504145936	0.9983388704318936	LiftOn_chaining_algorithm	inframe_deletion;stop_missing
chr12	7202842	7224842	CHS.10840.59	0.9916943521594684	0.9966832504145936	0.9983388704318936	LiftOn_chaining_algorithm	frameshift;stop_missing
chr12	7202842	7224842	CHS.10840.9	0.974068071312804	0.9967637540453076	0.9983792544570502	LiftOn_chaining_algorithm	inframe_deletion;stop_missing
chr12	7203517	7224863	CHS.10840.34	0.9920760697305864	0.9968354430379748	0.9984152139461172	LiftOn_chaining_algorithm	frameshift;stop_missing
chr12	7833667	7842106	CHS.10856.42	0.0744680851063829	0.0744680851063829	0.7928994082840237	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr12	52249832	52252539	CHS.11666.14	0.2902208201892745	0.2893081761006289	0.6352201257861635	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr12	55211169	55223187	CHS.11817.3	0.1923076923076923	0.1916932907348242	0.731629392971246	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr12	95920090	95942587	CHS.12479.3	0.09009009009009	0.09009009009009	0.1726027397260274	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr12	123385423	123405922	CHS.13090.28	0.0964125560538116	0.0967741935483871	0.8917525773195877	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr13	9457707	9458177	CHS.57376.1	0.3602941176470588	0.3576642335766423	0.472	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr13	18618970	18757628	CHS.13472.11	0.9363817097415508	0.9304174950298212	0.948	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr13	18618970	18699331	CHS.13472.3	0.9090909090909092	0.9002932551319648	0.9260355029585798	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr13	27225623	27323143	CHS.13663.13	0.7798466593647316	0.7798466593647316	0.8029279279279279	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr13	98817548	99076107	CHS.14574.20	0.8587360594795539	0.8555555555555555	0.8825757575757576	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr13	112598514	112602335	CHS.14814.1	0.4895833333333333	0.5677966101694916	0.6368715083798883	LiftOn_chaining_algorithm	frameshift;stop_missing
chr13	112951111	112963076	CHS.14827.1	0.7757575757575758	0.8036253776435045	0.8096676737160121	LiftOn_chaining_algorithm	frameshift;start_lost
chr14	14385654	14395830	CHS.131181.0	0.6645569620253164	0.6624605678233438	0.6730158730158731	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr14	14385654	14395830	CHS.131181.1	0.6645569620253164	0.6624605678233438	0.6730158730158731	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr14	15865551	15871484	CHS.131236.0	0.6180124223602484	0.6180124223602484	0.638095238095238	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr14	16100707	16102228	CHS.127742.1	0.059322033898305	0.059322033898305	0.097457627118644	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr14	16660690	16664335	CHS.127788.1	0.025844930417495	0.025844930417495	0.0792079207920792	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr14	16699352	16699414	CHS.172065.1	0.05	0.0	0.7	Liftoff_truncated	inframe_deletion;stop_codon_gain
chr14	16745254	16749884	CHS.127851.1	0.0845070422535211	0.0845070422535211	0.1267605633802817	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr14	18638496	18641508	CHS.15123.29	0.2738095238095238	0.258160237388724	0.6426229508196721	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr14	25680128	25685294	CHS.15200.1	0.4174174174174174	0.4161676646706587	0.4191616766467065	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr14	55187785	55290408	CHS.15663.26	0.944672131147541	0.944672131147541	0.9467213114754098	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr14	59144027	59147614	CHS.15729.2	0.2105263157894736	0.2094240837696335	0.2984293193717277	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr14	99839969	99841426	CHS.128074.1	0.0324483775811209	0.0323529411764705	0.1710914454277286	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr14	99852516	99854177	CHS.128075.1	0.0257009345794392	0.0257009345794392	0.175475687103594	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr14	99876873	99878462	CHS.128076.1	0.1070336391437308	0.1070336391437308	0.1314984709480122	LiftOn_chaining_algorithm	start_lost;inframe_deletion;stop_codon_gain
chr14	99915504	99917090	CHS.128077.1	0.1134969325153374	0.1134969325153374	0.1349693251533742	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr14	99940644	99942434	CHS.128078.1	0.0025316455696202	0.0025316455696202	0.0531645569620253	LiftOn_chaining_algorithm	frameshift;start_lost;stop_codon_gain
chr14	99979057	99980553	CHS.128079.1	0.0311614730878186	0.0311614730878186	0.1756373937677053	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr14	100012671	100014268	CHS.128081.1	0.109090909090909	0.109090909090909	0.1295180722891566	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr14	100037379	100042856	CHS.128082.1	0.0807174887892376	0.0807174887892376	0.1400437636761488	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr14	100040688	100042856	CHS.128082.2	0.0954907161803713	0.0954907161803713	0.1233595800524934	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr14	100109865	100117138	CHS.128083.1	0.0755208333333333	0.0755208333333333	0.1708542713567839	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr14	100125909	100127783	CHS.128084.2	0.1324503311258278	0.1324503311258278	0.1643286573146292	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr14	100442296	100442600	CHS.172436.1	0.1428571428571428	0.1428571428571428	0.3168316831683168	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr14	100580889	100581195	CHS.172440.1	0.1568627450980392	0.1568627450980392	0.3333333333333333	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr14	100586131	100586443	CHS.172441.1	0.1538461538461538	0.1538461538461538	0.3846153846153846	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr14	100600917	100601171	CHS.172442.1	0.25	0.25	0.4761904761904761	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr14	100625928	100626184	CHS.172445.1	0.2588235294117647	0.2588235294117647	0.3176470588235294	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr14	100651534	100651991	CHS.128162.1	0.059322033898305	0.059322033898305	0.135593220338983	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr14	100676579	100677036	CHS.128168.1	0.059322033898305	0.059322033898305	0.135593220338983	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr14	100697734	100698167	CHS.128173.1	0.043103448275862	0.043103448275862	0.396551724137931	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr14	100814677	100814913	CHS.172452.1	0.2692307692307692	0.2692307692307692	0.4743589743589743	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr14	100904004	100904310	CHS.172455.1	0.2058823529411764	0.2058823529411764	0.5098039215686274	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr14	100921863	100922310	CHS.128204.1	0.2755905511811024	0.2755905511811024	0.3166666666666666	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr14	100972732	100973199	CHS.128215.1	0.4297520661157025	0.4297520661157025	0.5371900826446281	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr14	101024283	101024762	CHS.128225.1	0.0384615384615384	0.0384615384615384	0.1692307692307692	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr14	101154845	101155136	CHS.172471.1	0.0412371134020618	0.0412371134020618	0.3195876288659793	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr15	57401395	57423438	CHS.17466.6	0.1598173515981735	0.1594533029612756	0.6879271070615034	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr15	57413480	57424422	CHS.17466.8	0.1598173515981735	0.1594533029612756	0.6879271070615034	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr15	70446064	70466857	CHS.142579.1	0.275811209439528	0.275811209439528	0.6526138279932546	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr15	82037443	82039449	CHS.142603.1	0.3195266272189349	0.0	0.4	Liftoff_truncated	frameshift;stop_codon_gain
chr16	1243646	1245495	CHS.18735.2	0.5133333333333333	0.5116279069767442	0.5818181818181818	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr16	2227913	2231910	CHS.18815.31	0.1148648648648648	0.1135857461024498	0.8668341708542714	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr16	10657140	10726621	CHS.19067.24	0.832258064516129	0.832258064516129	0.8590163934426229	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr16	11963421	11978131	CHS.19120.7	0.3006993006993007	0.3006993006993007	0.6432160804020101	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr16	30829870	30832113	CHS.19559.1	0.1339285714285714	0.133630289532294	0.734966592427617	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr16	77872534	77877369	CHS.20295.5	0.9279538904899136	0.9885057471264368	0.9913793103448276	LiftOn_chaining_algorithm	frameshift
chr16	80423787	80438256	CHS.19321.14	0.0	0.0	0.0237899917965545	Liftoff_truncated	frameshift;start_lost;stop_codon_gain
chr16	87231022	87281147	CHS.20439.9	0.2169525731584258	0.2167338709677419	0.7368951612903226	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr16	95728224	95742519	CHS.20740.22	0.5060240963855421	0.97911227154047	0.9843342036553524	LiftOn_chaining_algorithm	inframe_deletion;stop_missing
chr17	3286044	3287350	CHS.20994.1	0.1560509554140127	0.1555555555555555	0.8126984126984127	LiftOn_chaining_algorithm	inframe_deletion;stop_codon_gain
chr17	3321795	3322756	CHS.20996.1	0.7515337423312883	0.7515337423312883	0.7569230769230769	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr17	3561255	3584690	CHS.21009.26	0.25	0.25	0.7489082969432315	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr17	3562283	3584998	CHS.21009.20	0.2424242424242424	0.2424242424242424	0.7553648068669528	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr17	3562283	3584749	CHS.21009.3	0.2556053811659193	0.2556053811659193	0.7133620689655172	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr17	3562283	3584749	CHS.21009.4	0.2522522522522522	0.2522522522522522	0.7139784946236559	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr17	7388413	7418678	CHS.21198.2	0.9396378269617708	0.9396378269617708	0.941620533467539	LiftOn_chaining_algorithm	frameshift;stop_codon_gain
chr17	37201561	37212491	CHS.22007.1	0.5594405594405595	0.0	0.6010928961748634	Liftoff_truncated	frameshift;stop_codon_gain
chr17	37201561	37214144	CHS.22007.11	0.5594405594405595	0.0	0.6010928961748634	Liftoff_truncated	frameshift;stop_codon_gain
